name,alt_name,company,state,municipality,fuel_bucket,technology,capacity_mw,commission_year,closure_year,lat,lon
Werkskraftwerk Sappi Ehingen,,Sappi Ehingen GmbH,Baden-Württemberg,Ehingen,natural_gas,Steam turbine,13.2,1990.0,,48.26698,9.72615
Werkskraftwerk Sappi Ehingen,,Sappi Ehingen GmbH,Baden-Württemberg,Ehingen,natural_gas,Steam turbine,8.0,1961.0,,48.26693,9.72626
Emden Gas,,Statkraft Markets GmbH,Niedersachsen,Emden,natural_gas,Gas turbine,52.0,1973.0,,53.34217,7.206239999999999
Heizkraftwerk Altbach/Deizisau,Altbach/Deizisau HKW 2,EnBW Energie Baden-Württemberg AG,Baden-Württemberg,Altbach,hard_coal,Steam turbine,433.0,1985.0,,48.717611,9.374917
Bergkamen,Bergkamen A,STEAG GmbH,Nordrhein-Westfalen,Bergkamen,hard_coal,Steam turbine,717.0,1981.0,,51.63702,7.6191
Reuter,,Vattenfall Wärme Berlin AG,Berlin,Berlin,hard_coal,Steam turbine,124.0,1969.0,2019.0,52.532146,13.246072
Moabit,Berlin-Moabit A,Vattenfall Wärme Berlin AG,Berlin,Berlin,hard_coal,Steam turbine,89.0,1990.0,,52.53735111,13.34611416
Reuter West,Berlin-Reuter-West D,Vattenfall Wärme Berlin AG,Berlin,Berlin,hard_coal,Steam turbine,282.0,1987.0,,52.53508792,13.24264526
Reuter West,Berlin-Reuter-West E,Vattenfall Wärme Berlin AG,Berlin,Berlin,hard_coal,Steam turbine,282.0,1988.0,,52.53508792,13.24264526
Kraftwerk Bexbach,Bexbach,STEAG GmbH,Saarland,Bexbach,hard_coal,Steam turbine,726.0,1983.0,,49.363481,7.237136
HKW-Mitte,Braunschweig-Mitte,Braunschweiger Versorgungs-AG & Co. KG,Niedersachsen,Braunschweig,hard_coal,Combined cycle,43.3,1984.0,,52.278611,10.514722
KW Hastedt,Bremen-Hastedt 15,swb Erzeugung AG & Co. KG,Bremen,Bremen,hard_coal,Steam turbine,119.0,1989.0,,53.060080000000006,8.873280000000001
KW Hafen,,swb Erzeugung GmbH & Co. KG,Bremen,Bremen,hard_coal,Steam turbine,127.0,1968.0,2016.0,53.12481999999999,8.72887
KW Hafen,"Bremen-Hafen 6, (Elfi)",swb Erzeugung AG & Co. KG,Bremen,Bremen,hard_coal,Steam turbine,303.0,1979.0,,53.124861,8.728657
Farge,Bremen-Farge,ENGIE Deutschland AG,Bremen,Bremen,hard_coal,Steam turbine,350.0,1969.0,,53.20206653,8.516153926
Datteln,,Uniper Kraftwerke GmbH ,Nordrhein-Westfalen,Datteln,hard_coal,Steam turbine,95.0,1964.0,2013.0,51.62952,7.331174000000001
Datteln,,Uniper Kraftwerke GmbH ,Nordrhein-Westfalen,Datteln,hard_coal,Steam turbine,95.0,1964.0,2013.0,51.62952,7.331174000000001
Datteln,,Uniper Kraftwerke GmbH ,Nordrhein-Westfalen,Datteln,hard_coal,Steam turbine,113.0,1969.0,2013.0,51.62952,7.331174000000001
Knepper,,Uniper Kraftwerke GmbH ,Nordrhein-Westfalen,Dortmund,hard_coal,Steam turbine,345.0,1971.0,2014.0,51.56846926,7.349182511
HKW I,,Stadtwerke Duisburg AG,Nordrhein-Westfalen,Duisburg,hard_coal,Steam turbine,95.0,1985.0,2018.0,51.429324,6.751983999999999
HKW II/B,,Stadtwerke Duisburg AG,Nordrhein-Westfalen,Duisburg,hard_coal,Steam turbine,133.0,1965.0,2012.0,51.429324,6.751983999999999
KW Walsum,,Steag GmbH,Nordrhein-Westfalen,Duisburg,hard_coal,Steam turbine,129.0,1959.0,2014.0,51.528611,6.711944
KW Walsum,Duisburg-Walsum 9,Steag GmbH,Nordrhein-Westfalen,Duisburg,hard_coal,Steam turbine,370.0,1988.0,,51.526720000000005,6.71868
Kraftwerk Ensdorf,,"VSE AG, Kraftwerk Ensdorf",Saarland,Ensdorf,hard_coal,Steam turbine,106.0,1963.0,2018.0,49.293248,6.770936999999999
HKW Erlangen,,Erlanger Stadtwerke AG,Bayern,Erlangen,hard_coal,Steam turbine,17.4,1982.0,,49.59283,11.00148
Heizkraftwerk FL,Flensburg K09 bis K12,Stadtwerke Flensburg GmbH,Schleswig-Holstein,Flensburg,hard_coal,Combined cycle,33.0,1989.0,,54.80495,9.43244
Heizkraftwerk FL,Flensburg K09 bis K12,Stadtwerke Flensburg GmbH,Schleswig-Holstein,Flensburg,hard_coal,Combined cycle,33.0,1985.0,,54.80495,9.43244
Heizkraftwerk FL,,Stadtwerke Flensburg GmbH,Schleswig-Holstein,Flensburg,hard_coal,Steam turbine,35.0,1982.0,2016.0,54.80495,9.43244
Heizkraftwerk FL,,Stadtwerke Flensburg GmbH,Schleswig-Holstein,Flensburg,hard_coal,Steam turbine,23.0,1978.0,2016.0,54.80495,9.43244
HKW West,Frankfurt-West 2 u. 3,Mainova AG,Hessen,Frankfurt am Main,hard_coal,Steam turbine,61.5,1988.0,,50.09843,8.65313
HKW West,Frankfurt-West 2 u. 3,Mainova AG,Hessen,Frankfurt am Main,hard_coal,Steam turbine,61.5,1989.0,,50.09843,8.65313
Scholven,Gelsenkirchen-Scholven C,Uniper Kraftwerke GmbH ,Nordrhein-Westfalen,Gelsenkirchen,hard_coal,Steam turbine,345.0,1969.0,,51.60236802,7.009894096
Scholven,Gelsenkirchen-Scholven B,Uniper Kraftwerke GmbH ,Nordrhein-Westfalen,Gelsenkirchen,hard_coal,Steam turbine,345.0,1968.0,,51.60236802,7.009894096
Scholven,,Uniper Kraftwerke GmbH ,Nordrhein-Westfalen,Gelsenkirchen,hard_coal,Steam turbine,345.0,1970.0,2014.0,51.60236802,7.009894096
Scholven,,Uniper Kraftwerke GmbH ,Nordrhein-Westfalen,Gelsenkirchen,hard_coal,Steam turbine,345.0,1971.0,2014.0,51.60236802,7.009894096
Scholven,,Uniper Kraftwerke GmbH ,Nordrhein-Westfalen,Gelsenkirchen,hard_coal,Steam turbine,676.0,1979.0,2014.0,51.60236802,7.009894096
FWK Buer,,Uniper Kraftwerke GmbH ,Nordrhein-Westfalen,Gelsenkirchen,hard_coal,Steam turbine,70.0,1985.0,,51.59696,7.004519999999999
Staudinger,,Uniper Kraftwerke GmbH ,Hessen,Großkrotzenburg,hard_coal,Steam turbine,249.0,1965.0,2013.0,50.088553000000005,8.953399000000001
Staudinger,,Uniper Kraftwerke GmbH ,Hessen,Großkrotzenburg,hard_coal,Steam turbine,293.0,1970.0,2012.0,50.088553000000005,8.953399000000001
Wedel,Wedel 2,Wärme Hamburg GmbH,Schleswig-Holstein,Wedel,hard_coal,Steam turbine,123.0,1962.0,,53.56695702,9.724445343
Wedel,Wedel 1,Wärme Hamburg GmbH,Schleswig-Holstein,Wedel,hard_coal,Steam turbine,137.0,1961.0,,53.56695702,9.724445343
Westfalen,,RWE Generation SE,Nordrhein-Westfalen,Hamm-Uentrop,hard_coal,Steam turbine,284.0,1969.0,2016.0,51.680278,7.969722
Westfalen,,RWE Generation SE,Nordrhein-Westfalen,Hamm-Uentrop,hard_coal,Steam turbine,152.0,1963.0,2011.0,51.67782,7.9742
Westfalen,,RWE Generation SE,Nordrhein-Westfalen,Hamm-Uentrop,hard_coal,Steam turbine,152.0,1963.0,2011.0,51.67782,7.9742
GKH,Hannover-Stöcken,enercity AG,Niedersachsen,Hannover,hard_coal,Steam turbine,136.0,1989.0,,52.42,9.648611
GKH,Hannover-Stöcken,enercity AG,Niedersachsen,Hannover,hard_coal,Steam turbine,136.0,1989.0,,52.42,9.648611
Heizkraftwerk Heilbronn,Heilbronn 5,EnBW Energie Baden-Württemberg AG,Baden-Württemberg,Heilbronn,hard_coal,Steam turbine,125.0,1965.0,,49.177334,9.206318
Heizkraftwerk Heilbronn,Heilbronn 6,EnBW Energie Baden-Württemberg AG,Baden-Württemberg,Heilbronn,hard_coal,Steam turbine,125.0,1966.0,,49.177334,9.206318
Heizkraftwerk Heilbronn,Heilbronn 7,EnBW Energie Baden-Württemberg AG,Baden-Württemberg,Heilbronn,hard_coal,Steam turbine,778.0,1985.0,,49.177334,9.206318
KW Herne,,Steag GmbH,Nordrhein-Westfalen,Herne,hard_coal,Steam turbine,133.0,1963.0,2014.0,51.550753,7.187481
Shamrock,,Uniper Kraftwerke GmbH ,Nordrhein-Westfalen,Herne,hard_coal,Steam turbine,132.0,1957.0,2013.0,51.52849121,7.17779686
KW Herne,,Steag GmbH,Nordrhein-Westfalen,Herne,hard_coal,Steam turbine,280.0,1966.0,2017.0,51.550753,7.187481
KW Herne,Herne 4,Steag GmbH,Nordrhein-Westfalen,Herne,hard_coal,Steam turbine,449.0,1989.0,,51.550753,7.187481
KWM,Mehrum 3 (C),Kraftwerk Mehrum GmbH,Niedersachsen,Hohenhameln OT Mehrum,hard_coal,Steam turbine,690.0,1979.0,,52.3150224,10.09141738
Ibbenbüren,Ibbenbüren,RWE Generation SE,Nordrhein-Westfalen,Ibbenbüren,hard_coal,Steam turbine,794.0,1985.0,,52.28881179,7.747906179
Heizkraftwerk,,Infraserv GmbH & Co. Höchst KG,Hessen,Industriepark Höchst,hard_coal,Steam turbine,66.0,1989.0,,50.09178,8.53105
Rheinhafen-Dampfkraftwerk,Karlsruhe-RDK 7,EnBW Energie Baden-Württemberg AG,Baden-Württemberg,Karlsruhe,hard_coal,Steam turbine,517.0,1985.0,,49.0125,8.302778
Gemeinschaftskraftwerk Kiel,,Gemeinschaftskraftwerk Kiel GmbH,Schleswig-Holstein,Kiel,hard_coal,Steam turbine,323.0,1970.0,2019.0,54.33945,10.1766
Kraftwerk L 57,,Currenta GmbH & Co. OHG,Nordrhein-Westfalen,Krefeld-Uerdingen,hard_coal,Steam turbine,26.0,1957.0,,51.369811,6.6615
Kraftwerk N 230,Krefeld-Uerdingen N 230,Currenta GmbH & Co. OHG,Nordrhein-Westfalen,Krefeld-Uerdingen,hard_coal,Steam turbine,110.0,1971.0,,51.369811,6.6615
G-Kraftwerk,Leverkusen G15/G22/X50,Currenta GmbH & Co. OHG,Nordrhein-Westfalen,Leverkusen,hard_coal,Steam turbine,103.0,1962.0,,51.368872,6.654106
KW Lünen,,Steag GmbH,Nordrhein-Westfalen,Lünen,hard_coal,Steam turbine,149.0,1962.0,2018.0,51.61403992,7.481253973999999
KW Lünen,,Steag GmbH,Nordrhein-Westfalen,Lünen,hard_coal,Steam turbine,324.0,1970.0,2018.0,51.61403992,7.481253973999999
GKM ,,Grosskraftwerk Mannheim AG,Baden-Württemberg,Mannheim,hard_coal,Steam turbine,202.5,1966.0,2015.0,49.445694,8.490444
GKM ,,Grosskraftwerk Mannheim AG,Baden-Württemberg,Mannheim,hard_coal,Steam turbine,202.5,1970.0,2015.0,49.445694,8.490444
GKM ,Mannheim 7,Grosskraftwerk Mannheim AG,Baden-Württemberg,Mannheim,hard_coal,Steam turbine,425.0,1982.0,,49.445694,8.490444
Kraftwerk I  ,Marl I+II,Evonik Degussa GmbH,Nordrhein-Westfalen,Marl,hard_coal,Combined cycle,55.56,1971.0,,51.68037,7.0968800000000005
Kraftwerk II,,Evonik Degussa GmbH,Nordrhein-Westfalen,Marl,hard_coal,Steam turbine,60.4,1966.0,2017.0,51.68037,7.0968800000000005
Kraftwerk I ,Marl I+II,Evonik Degussa GmbH,Nordrhein-Westfalen,Marl,hard_coal,Combined cycle,68.4,1983.0,,51.68037,7.0968800000000005
Kraftwerk I,Marl I+II,Evonik Degussa GmbH,Nordrhein-Westfalen,Marl,hard_coal,Combined cycle,169.32,1940.0,,51.68037,7.0968800000000005
Heizkraftwerk Offenbach,,Energieversorgung Offenbach AG,Hessen,Offenbach,hard_coal,Steam turbine,54.0,1990.0,,50.065155,8.768964
Heyden,Heyden,Uniper Kraftwerke GmbH ,Nordrhein-Westfalen,Petershagen,hard_coal,Steam turbine,875.0,1987.0,,52.38279238,8.996004114
Heizkraftwerk Pforzheim GmbH,,Heizkraftwerk Pforzheim GmbH,Baden-Württemberg,Pforzheim,hard_coal,Steam turbine,26.9,1990.0,,48.88316,8.6653
Kraftwerk Veltheim,,Gemeinschaftskraftwerk Veltheim GmbH,Nordrhein-Westfalen,Porta Westfalica,hard_coal,Steam turbine,93.0,1965.0,2012.0,52.19004,8.93318
Kraftwerk Veltheim,,Uniper Kraftwerke GmbH ,Nordrhein-Westfalen,Porta Westfalica,hard_coal,Steam turbine,303.0,1970.0,2015.0,52.19004,8.93318
Weiher,Quierschied-Weiher,Steag GmbH,Saarland,Quierschied,hard_coal,Steam turbine,655.6,1976.0,,49.33413028,7.031355927999999
HKW Römerbrücke,Saarbrücken-Römerbrücke,Energie SaarLorLux AG,Saarland,Saarbrücken,hard_coal,Steam turbine,50.0,1988.0,,49.223899,7.014899000000001
Heizkraftwerk der Sappi Stockstadt GmbH,,Sappi Stockstadt GmbH,Bayern,Stockstadt,hard_coal,Steam turbine,24.79,1970.0,,49.97745,9.06872
Restmüll-Heizkraftwerk Stuttgart-Münster,Stuttgart-Münster,EnBW Energie Baden-Württemberg AG,Baden-Württemberg,Stuttgart,hard_coal,Steam turbine,45.0,1982.0,,48.815833000000005,9.221111
Restmüll-Heizkraftwerk Stuttgart-Münster,Stuttgart-Münster,EnBW Energie Baden-Württemberg AG,Baden-Württemberg,Stuttgart,hard_coal,Steam turbine,45.0,1984.0,,48.815833000000005,9.221111
KW West,,Steag GmbH,Nordrhein-Westfalen,Voerde,hard_coal,Steam turbine,318.0,1971.0,2017.0,51.57962,6.67888
KW West,,Steag GmbH,Nordrhein-Westfalen,Voerde,hard_coal,Steam turbine,322.0,1971.0,2017.0,51.57962,6.67888
KW Voerde,,RWE Generation SE,Nordrhein-Westfalen,Voerde,hard_coal,Steam turbine,695.0,1982.0,2017.0,51.576475,6.689428
KW Voerde,,RWE Generation SE,Nordrhein-Westfalen,Voerde,hard_coal,Steam turbine,695.0,1985.0,2017.0,51.576475,6.689428
Modellkraftwerk,Völklingen-Fenne MKV,Steag GmbH,Saarland,Völklingen-Fenne,hard_coal,Steam turbine,179.0,1982.0,,49.249018,6.879244
Heizkraftwerk,Völklingen-Fenne HKV,Steag GmbH,Saarland,Völklingen-Fenne,hard_coal,Steam turbine,211.0,1989.0,,49.249018,6.879244
Kraftwerk Walheim,Walheim 1,EnBW Energie Baden-Württemberg AG,Baden-Württemberg,Walheim,hard_coal,Steam turbine,96.0,1964.0,,49.017472,9.157389
Kraftwerk Walheim,Walheim 2,EnBW Energie Baden-Württemberg AG,Baden-Württemberg,Walheim,hard_coal,Steam turbine,148.0,1967.0,,49.017472,9.157389
Kraftwerk Werdohl-Elverlingsen,,Mark-E AG,Nordrhein-Westfalen,Werdohl,hard_coal,Steam turbine,186.0,1971.0,2014.0,51.27559,7.70637
Kraftwerk Werdohl-Elverlingsen,,Mark-E AG,Nordrhein-Westfalen,Werdohl,hard_coal,Steam turbine,310.0,1982.0,2018.0,51.276361,7.705667
Gersteinwerk,,RWE Generation SE,Nordrhein-Westfalen,Werne,hard_coal,Steam turbine,614.0,1984.0,2019.0,51.672453,7.709947
Wilhelmshaven,,Uniper Kraftwerke GmbH ,Niedersachsen,Wilhelmshaven,hard_coal,Steam turbine,757.0,1976.0,,53.565819,8.146245
HKW West,,Volkswagen AG,Niedersachsen,Wolfsburg,hard_coal,Steam turbine,138.5,1985.0,,51.25292,9.43796
HKW West,,Volkswagen AG,Niedersachsen,Wolfsburg,hard_coal,Steam turbine,138.5,1985.0,,52.44223,10.76454
Zolling,Zolling-Leininger 5,ENGIE Deutschland AG,Bayern,Zolling,hard_coal,Steam turbine,472.0,1985.0,,48.455353,11.799456
Reno De Medici,,R.D.M. Arnsberg GmbH,Nordrhein-Westfalen,Arnsberg,hard_coal,Steam turbine,19.0,1923.0,,51.39139,8.073039999999999
Werk Uelzen,,Nordzucker AG,Niedersachsen,Uelzen,hard_coal,Steam turbine,40.0,1965.0,,52.9751813,10.5573974
RADAG,Albbruck-Dogern,Rheinkraftwerk Albbruck-Dogern AG,Baden-Württemberg,Albbruck,hydro,Run-of-river,79.5,1934.0,,47.586290000000005,8.13207
Werkskraftwerk Sappi Alfeld,,Sappi Alfeld GmbH,Niedersachsen,Alfeld,hydro,Run-of-river,0.1,1912.0,,51.98513,9.82246
Egglfing,,Innwerk AG,Bayern,Bad Füssing,hydro,Run-of-river,84.0,1944.0,,48.3206154,13.3160755
Rheinkraftwerk Säckingen,,EnBW Energie Baden-Württemberg AG,Baden-Württemberg,Bad Säckingen,hydro,Run-of-river,36.8,1966.0,,47.5585312,7.955657899999999
Säckingen,Säckingen 1 bis 4,Schluchseewerk Aktiengesellschaft,Baden-Württemberg,Bad Säckingen,hydro,Pumped storage,360.0,1966.0,,47.565416,7.954035
Bergheim,,Donau-Wasserkraft AG,Bayern,Bergheim,hydro,Run-of-river,23.7,1970.0,,48.750807,11.273237
Alzwerke,,Alzwerke GmbH,Bayern,Burghausen,hydro,Run-of-river,45.0,1922.0,,48.1769,12.84045
Waldeck1/Bringhausen,Waldeck I / Eder,Uniper Kraftwerke GmbH ,Hessen,Edertal Hemfurth-Edersee,hydro,Pumped storage,145.0,1931.0,,51.167139,9.046832
Waldeck 2,Waldeck II / Eder,Uniper Kraftwerke GmbH ,Hessen,Edertal Hemfurth-Edersee,hydro,Pumped storage,480.0,1974.0,,51.167139,9.046832
Hemfurth,,Uniper Kraftwerke GmbH ,Hessen,Edertal Hemfurth-Edersee,hydro,RES,20.0,1915.0,,51.167139,9.046832
Ering,,Innwerk AG,Bayern,Ering,hydro,Run-of-river,72.5,1942.0,,48.2935129,13.1585196
Pumpspeicherwerk Rönkhausen,Rönkhausen 1 u. 2 / Glingetal,Mark-E AG,Nordrhein-Westfalen,Finnentrop,hydro,Pumped storage,138.0,1969.0,,51.22475,7.99281
Rudolf-Fettweis-Werk     ,,EnBW Energie Baden-Württemberg AG,Baden-Württemberg,Forbach,hydro,Run-of-river,22.0,1918.0,,48.6731884,8.355705841
Rudolf-Fettweis-Werk     ,,EnBW Energie Baden-Württemberg AG,Baden-Württemberg,Forbach,hydro,Pumped storage,43.0,1926.0,,48.6693835,8.353047617
Gars,,VERBUND-Innkraftwerke GmbH,Bayern,Gars,hydro,Run-of-river,25.0,1938.0,,48.15395,12.31107
Geesthacht,Geesthacht A-C / Elbe,Vattenfall Wasserkraft GmbH,Schleswig-Holstein,Geesthacht,hydro,Pumped storage,119.1,1958.0,,53.42605,10.3359
Geesthacht,Geesthacht A-C / Elbe,Vattenfall Wasserkraft GmbH,Schleswig-Holstein,Geesthacht,hydro,Pumped storage,,1958.0,,53.42605,10.3359
Geesthacht,Geesthacht A-C / Elbe,Vattenfall Wasserkraft GmbH,Schleswig-Holstein,Geesthacht,hydro,Pumped storage,,1958.0,,53.42605,10.3359
PSW Langenprozelten,Langenprozelten / Main,Donau-Wasserkraft AG,Bayern,Gemünden,hydro,Pumped storage,164.0,1974.0,,50.05313,9.58137
KW Wyhlen,,Energiedienst AG,Baden-Württemberg,Grenzach-Wyhlen,hydro,Run-of-river,37.9,1912.0,,47.5523554,7.6580881
Jochenstein,Jochenstein / Donau,Innwerk AG,Bayern,Griesbach,hydro,Run-of-river,66.0,1955.0,,48.5195636,13.7085052
Happurg,Happurg 1 bis 4 / Pegnitz,Uniper Kraftwerke GmbH ,Bayern,Happurg,hydro,Pumped storage,160.0,1958.0,,49.48712,11.47479
Häusern,Häusern 1 bis 4,Schluchseewerk Aktiengesellschaft,Baden-Württemberg,Häusern,hydro,Pumped storage,100.0,1931.0,,47.75459,8.18787
Koepchenwerk,Koepchenwerk / Ruhr,RWE Power AG,Nordrhein-Westfalen,Herdecke,hydro,Pumped storage,165.0,1989.0,,51.41048,7.453139999999999
Hohenwarte 1,,Vattenfall Wasserkraft GmbH,Thüringen,Hohenwarte,hydro,Pumped storage,59.8,1959.0,,50.61433423,11.49212837
Hohenwarte 1,,Vattenfall Wasserkraft GmbH,Thüringen,Hohenwarte,hydro,Pumped storage,,1959.0,,50.61433423,11.49212837
Hohenwarte 2,Hohenwarte II  A bis H,Vattenfall Wasserkraft GmbH,Thüringen,Hohenwarte,hydro,Pumped storage,317.8,1965.0,,50.60384898,11.47517681
Hohenwarte 2,Hohenwarte II  A bis H,Vattenfall Wasserkraft GmbH,Thüringen,Hohenwarte,hydro,Pumped storage,,1965.0,,50.60384898,11.47517681
Hohenwarte 2,Hohenwarte II  A bis H,Vattenfall Wasserkraft GmbH,Thüringen,Hohenwarte,hydro,Pumped storage,,1965.0,,50.60384898,11.47517681
Hohenwarte 2,Hohenwarte II  A bis H,Vattenfall Wasserkraft GmbH,Thüringen,Hohenwarte,hydro,Pumped storage,,1966.0,,50.60384898,11.47517681
Hohenwarte 2,Hohenwarte II  A bis H,Vattenfall Wasserkraft GmbH,Thüringen,Hohenwarte,hydro,Pumped storage,,1965.0,,50.60384898,11.47517681
Hohenwarte 2,Hohenwarte II  A bis H,Vattenfall Wasserkraft GmbH,Thüringen,Hohenwarte,hydro,Pumped storage,,1966.0,,50.60384898,11.47517681
Hohenwarte 2,Hohenwarte II  A bis H,Vattenfall Wasserkraft GmbH,Thüringen,Hohenwarte,hydro,Pumped storage,,1966.0,,50.60384898,11.47517681
Hohenwarte 2,Hohenwarte II  A bis H,Vattenfall Wasserkraft GmbH,Thüringen,Hohenwarte,hydro,Pumped storage,,1966.0,,50.60384898,11.47517681
Rheinkraftwerk Iffezheim,Iffezheim 1-5 / Rhein,Rheinkraftwerk Iffezheim GmbH,Baden-Württemberg,Iffezheim,hydro,Run-of-river,148.0,1978.0,,48.83135,8.112160000000001
Braunau-Simbach,Braunau-Simbach / Inn,Innwerk AG,Bayern,Kirchdorf,hydro,Run-of-river,100.0,1953.0,,48.063827,10.128443
Walchensee,Walchensee / Isar,Uniper Kraftwerke GmbH ,Bayern,Kochel am See,hydro,Reservoir,124.0,1924.0,,47.631354,11.337054
Erzhausen,Erzhausen 1-4 / Leine,Statkraft Markets GmbH,Niedersachsen,Kreiensen,hydro,Pumped storage,220.0,1964.0,,51.89912,9.92452
Markersbach,Markersbach A,Vattenfall Wasserkraft GmbH,Sachsen,Markersbach,hydro,Pumped storage,1045.2,1979.0,,50.51938,12.87976
Markersbach,Markersbach B,Vattenfall Wasserkraft GmbH,Sachsen,Markersbach,hydro,Pumped storage,175.0,1980.0,,50.51938,12.87976
Markersbach,Markersbach C,Vattenfall Wasserkraft GmbH,Sachsen,Markersbach,hydro,Pumped storage,175.0,1980.0,,50.51938,12.87976
Markersbach,Markersbach D,Vattenfall Wasserkraft GmbH,Sachsen,Markersbach,hydro,Pumped storage,175.0,1981.0,,50.51938,12.87976
Markersbach,Markersbach E,Vattenfall Wasserkraft GmbH,Sachsen,Markersbach,hydro,Pumped storage,175.0,1981.0,,50.51938,12.87976
Markersbach,Markersbach F,Vattenfall Wasserkraft GmbH,Sachsen,Markersbach,hydro,Pumped storage,175.0,1980.0,,50.51938,12.87976
Pumpspeicherkraftwerk Glems,,EnBW Energie Baden-Württemberg AG,Baden-Württemberg,Metzingen-Glems,hydro,Pumped storage,90.0,1964.0,,48.50499,9.28692
Bittenbrunn,,Donau-Wasserkraft AG,Bayern,Neuburg an der Donau,hydro,Run-of-river,20.2,1969.0,,48.734459,11.14382
Neuötting,,VERBUND-Innkraftwerke GmbH,Bayern,Neuötting,hydro,Run-of-river,26.1,1951.0,,48.24856,12.6882725
Lehmen,,innogy SE,Rheinland-Pfalz,Lehmen,hydro,Run-of-river,20.0,1962.0,,50.274724,7.458957000000001
Niederwartha,,Vattenfall Wasserkraft GmbH,Sachsen,Niederwartha,hydro,Pumped storage,39.8,1958.0,,51.09153428,13.60982895
Niederwartha,,Vattenfall Wasserkraft GmbH,Sachsen,Niederwartha,hydro,Pumped storage,,1958.0,,51.09153428,13.60982895
Nußdorf,,Innwerk AG,Bayern,Nußdorf,hydro,Run-of-river,48.0,1982.0,,47.74473,12.13573
Kachlet,,Rhein-Main-Donau GmbH,Bayern,Passau,hydro,Run-of-river,53.7,1927.0,,48.579711200000006,13.408273800000002
Passau-Ingling,,Innwerk AG,Bayern,Passau,hydro,Run-of-river,86.4,1965.0,,48.5533054,13.433659099999998
Perach,,VERBUND-Innkraftwerke GmbH,Bayern,Perach,hydro,Run-of-river,19.4,1977.0,,48.0261021,12.789632
Geisling,,Rhein-Main-Donau GmbH,Bayern,Pfatter,hydro,Run-of-river,25.0,1985.0,,48.974806,12.344002
Rheinkraftwerk Reckingen,,EnBW Energie Baden-Württemberg AG,Baden-Württemberg,Küssaberg,hydro,Run-of-river,19.0,1942.0,,47.57136,8.33826
Rosenheim,,VERBUND-Innkraftwerke GmbH,Bayern,Rohrdorf,hydro,Run-of-river,35.1,1960.0,,47.83825,12.15333
Roßhaupten,,Uniper Kraftwerke GmbH ,Bayern,Roßhaupten,hydro,RES,45.5,1954.0,,47.651451,10.735525
Feldkirchen,,VERBUND-Innkraftwerke GmbH,Bayern,Rott,hydro,Run-of-river,38.2,1970.0,,47.96092,12.1561
Rheinkraftwerk Ryburg-Schwörstadt ,Schwörstadt-Ryburg 1 bis 4 / Rhein,EnBW Energie Baden-Württemberg AG,Baden-Württemberg,Rheinfelden,hydro,Run-of-river,30.0,1930.0,,47.585377,7.832657000000001
Detzem,,innogy SE,Rheinland-Pfalz,Schleich,hydro,Run-of-river,24.0,1962.0,,49.810941,6.843882000000001
Bleiloch,,Vattenfall Wasserkraft GmbH,Thüringen,Schleiz,hydro,Pumped storage,79.8,1932.0,,50.52438482,11.71438694
Bleiloch,,Vattenfall Wasserkraft GmbH,Thüringen,Schleiz,hydro,Pumped storage,,1932.0,,50.52438482,11.71438694
Teufelsbruck,,VERBUND-Innkraftwerke GmbH,Bayern,Soyen,hydro,Run-of-river,25.0,1938.0,,48.05736,12.22093
Stammham,,VERBUND-Innkraftwerke GmbH,Bayern,Stammham,hydro,Run-of-river,23.2,1955.0,,48.24932,12.86469
Kraftwerksgruppe Pfreimd,,ENGIE Deutschland AG,Bayern,Trausnitz,hydro,Pumped storage,28.0,1958.0,,49.55226,12.28127
Kraftwerksgruppe Pfreimd,,ENGIE Deutschland AG,Bayern,Trausnitz,hydro,Run-of-river,3.3,1955.0,,49.55226,12.28127
Kraftwerksgruppe Pfreimd,,ENGIE Deutschland AG,Bayern,Trausnitz,hydro,Run-of-river,1.8,1952.0,,49.55226,12.28127
Töging,,VERBUND-Innkraftwerke GmbH,Bayern,Töging,hydro,Run-of-river,85.3,1924.0,,48.2518176,12.5873078
Kraftwerksgruppe Pfreimd,Reisach 1 bis 3,ENGIE Deutschland AG,Bayern,Trausnitz,hydro,Pumped storage,99.0,1955.0,,49.53002,12.28481
Leitzach 1,,Stadtwerke München GmbH,Bayern,Vagen,hydro,Pumped storage,48.0,1983.0,,47.873938,11.87099
Leitzach 2,,Stadtwerke München GmbH,Bayern,Vagen,hydro,Pumped storage,44.0,1960.0,,47.873938,11.87099
Kraftwerk Waldshut,Waldshut 1 bis 4,Schluchseewerk Aktiengesellschaft,Baden-Württemberg,Waldshut-Tiengen,hydro,Pumped storage,150.0,1951.0,,47.61777,8.1926
Uppenborn 1,,Stadtwerke München GmbH,Bayern,Wang,hydro,Run-of-river,25.0,1930.0,,48.473474,11.95481
Wasserburg,,VERBUND-Innkraftwerke GmbH,Bayern,Wasserburg,hydro,Run-of-river,24.1,1938.0,,48.05699,12.22074
Wehr,"Wehr 1, Wehr 2, Wehr 3, Wehr 4",Schluchseewerk Aktiengesellschaft,Baden-Württemberg,Wehr,hydro,Pumped storage,910.0,1975.0,,47.64529898,7.91819945
Wendefurth,,Vattenfall Wasserkraft GmbH,Sachsen-Anhalt,Wendefurth,hydro,Pumped storage,79.7,1967.0,,51.74223,10.91879
